"Date","Price","Open","High","Low","Change %"
"12/08/2022","16.094","16.367","16.367","16.094","-1.70%"
"12/07/2022","16.372","16.484","16.484","16.372","-0.67%"
"12/06/2022","16.482","17.048","17.048","16.482","-3.33%"
"12/05/2022","17.049","17.038","17.049","17.038","0.05%"
"12/02/2022","17.040","17.155","17.750","17.040","-0.67%"
"12/01/2022","17.155","17.155","17.155","17.155","0.02%"
"11/30/2022","17.151","16.976","17.151","16.976","1.01%"
"11/29/2022","16.979","17.045","17.045","16.979","-0.38%"
"11/28/2022","17.043","17.143","17.143","17.043","-0.59%"
"11/25/2022","17.145","17.265","17.797","17.145","-0.01%"
"11/24/2022","17.146","17.265","17.265","17.146","-0.70%"
"11/23/2022","17.266","17.537","17.537","17.266","-1.56%"
"11/22/2022","17.540","17.597","17.597","17.540","-0.31%"
"11/21/2022","17.594","18.004","18.004","17.594","-2.29%"
"11/18/2022","18.007","17.949","18.635","17.949","0.00%"
"11/17/2022","18.007","17.949","18.007","17.949","-0.48%"
"11/16/2022","18.094","18.094","18.094","18.094","-0.02%"
"11/15/2022","18.097","17.908","18.097","17.908","1.05%"
"11/14/2022","17.909","17.510","17.909","17.510","2.28%"
"11/11/2022","17.510","17.370","18.076","17.370","-0.01%"
"11/10/2022","17.512","17.370","17.512","17.370","0.83%"
"11/09/2022","17.368","17.533","17.533","17.368","-0.95%"
"11/08/2022","17.534","17.427","17.534","17.427","0.60%"
"11/07/2022","17.429","17.247","17.429","17.247","1.06%"
"11/04/2022","17.247","17.247","17.247","17.247","7.40%"
"11/03/2022","16.059","16.105","16.105","16.059","-0.30%"
"11/02/2022","16.108","17.239","17.239","16.108","-6.58%"
"11/01/2022","17.243","17.243","17.243","17.243","0.01%"
"10/31/2022","17.242","15.616","17.242","15.616","10.39%"
"10/28/2022","15.619","15.751","16.267","15.616","0.02%"
"10/27/2022","15.616","15.751","15.751","15.616","-0.87%"
"10/26/2022","15.753","15.759","15.759","15.753","-0.05%"
"10/25/2022","15.761","15.761","15.761","15.761","0.01%"
"10/24/2022","15.759","15.609","15.759","15.609","0.96%"
"10/21/2022","15.609","15.910","16.202","15.609","-0.01%"
"10/20/2022","15.610","15.910","15.910","15.610","-1.87%"
"10/19/2022","15.907","15.799","15.907","15.799","0.70%"
"10/18/2022","15.797","15.844","15.844","15.797","-0.28%"
"10/17/2022","15.842","15.630","15.842","15.630","1.36%"
"10/14/2022","15.630","15.770","16.174","15.629","0.01%"
"10/13/2022","15.629","15.770","15.770","15.629","-0.89%"
"10/12/2022","15.770","15.924","15.924","15.770","-0.95%"
"10/11/2022","15.922","15.948","15.948","15.922","-0.18%"
"10/10/2022","15.950","15.706","15.950","15.706","1.55%"
"10/07/2022","15.707","15.507","16.383","15.507","-3.71%"
"10/06/2022","16.313","16.313","16.313","16.313","3.86%"
"10/05/2022","15.707","15.507","15.707","15.507","1.26%"
"10/04/2022","15.511","15.919","15.919","15.511","-2.59%"
"10/03/2022","15.923","15.634","15.923","15.634","1.86%"
"09/30/2022","15.633","15.841","16.101","15.633","0.00%"
"09/29/2022","15.633","15.633","15.633","15.633","5.07%"
"09/28/2022","14.878","14.878","14.878","14.878","-1.11%"
"09/27/2022","15.045","15.045","15.045","15.045","-1.10%"
"09/26/2022","15.212","15.212","15.212","15.212","2.41%"
"09/23/2022","14.854","14.854","14.854","14.854","0.03%"
"09/22/2022","14.849","14.849","14.849","14.849","-0.95%"
"09/21/2022","14.992","14.992","14.992","14.992","-1.24%"
"09/20/2022","15.181","15.181","15.181","15.181","3.19%"
"09/19/2022","14.711","14.711","14.711","14.711","-3.96%"
"09/16/2022","15.318","15.318","15.318","15.318","0.01%"
"09/15/2022","15.316","15.316","15.316","15.316","1.17%"
"09/14/2022","15.139","15.139","15.139","15.139","2.67%"
"09/13/2022","14.746","14.746","14.746","14.746","-1.73%"
"09/12/2022","15.005","15.005","15.005","15.005","2.10%"
"09/09/2022","14.697","14.697","14.697","14.697","0.01%"
"09/08/2022","14.696","14.696","14.696","14.696","-6.00%"
"09/07/2022","15.634","15.634","15.634","15.634","-0.71%"
"09/06/2022","15.746","15.746","15.746","15.746","-0.03%"
"09/05/2022","15.750","15.750","15.750","15.750","0.01%"
"09/02/2022","15.749","15.749","15.749","15.749","-0.03%"
"09/01/2022","15.753","15.753","15.753","15.753","-1.02%"
"08/31/2022","15.915","15.915","15.915","15.915","-0.64%"
"08/30/2022","16.017","16.017","16.017","16.017","-0.34%"
"08/29/2022","16.071","16.071","16.071","16.071","0.90%"
"08/26/2022","15.928","15.928","15.928","15.928","0.02%"
"08/25/2022","15.925","15.925","15.925","15.925","-0.73%"
"08/24/2022","16.042","16.042","16.042","16.042","-1.56%"
"08/23/2022","16.296","16.296","16.296","16.296","1.10%"
"08/22/2022","16.119","16.119","16.119","16.119","-0.31%"
"08/19/2022","16.169","16.169","16.169","16.169","0.01%"
"08/18/2022","16.167","16.167","16.167","16.167","0.30%"
"08/17/2022","16.118","16.118","16.118","16.118","5.34%"
"08/16/2022","15.301","15.301","15.301","15.301","-0.67%"
"08/15/2022","15.404","15.404","15.404","15.404","-1.00%"
"08/12/2022","15.559","15.559","15.559","15.559","0.00%"
"08/11/2022","15.559","15.559","15.559","15.559","0.01%"
"08/10/2022","15.558","15.558","15.558","15.558","-0.06%"
"08/09/2022","15.568","15.568","15.568","15.568","0.08%"
"08/08/2022","15.556","15.556","15.556","15.556","-0.85%"
"08/05/2022","15.689","15.689","15.689","15.689","0.00%"
"08/04/2022","15.689","15.689","15.689","15.689","0.18%"
"08/03/2022","15.661","15.661","15.661","15.661","0.33%"
"08/02/2022","15.610","15.610","15.610","15.610","-0.09%"
"08/01/2022","15.624","15.624","15.624","15.624","-0.10%"
"07/29/2022","15.639","15.639","15.639","15.639","0.01%"
"07/28/2022","15.638","15.638","15.638","15.638","1.78%"
"07/27/2022","15.365","15.365","15.365","15.365","-2.59%"
"07/26/2022","15.774","15.774","15.774","15.774","3.23%"
"07/25/2022","15.280","15.280","15.280","15.280","-1.19%"
"07/22/2022","15.464","15.464","15.464","15.464","-0.01%"
"07/21/2022","15.465","15.465","15.465","15.465","-1.47%"
"07/20/2022","15.696","15.696","15.696","15.696","1.99%"
"07/19/2022","15.389","15.389","15.389","15.389","-1.83%"
"07/18/2022","15.676","15.676","15.676","15.676","0.73%"
"07/15/2022","15.563","15.563","15.563","15.563","-6.85%"
"07/14/2022","16.708","16.146","16.708","16.146","2.36%"
"07/13/2022","16.323","16.073","16.323","16.073","0.29%"
"07/12/2022","16.274","16.066","16.274","16.066","0.02%"
"07/11/2022","16.272","16.066","16.272","16.066","5.26%"
"07/08/2022","15.459","15.459","15.459","15.459","0.01%"
"07/07/2022","15.457","15.457","15.457","15.457","-0.13%"
"07/06/2022","15.477","15.477","15.477","15.477","0.91%"
"07/05/2022","15.337","15.337","15.337","15.337","0.33%"
"07/04/2022","15.286","15.286","15.286","15.286","-4.38%"
"07/01/2022","15.986","15.986","15.986","15.986","-4.42%"
"06/30/2022","16.726","15.976","16.726","15.976","8.52%"
"06/29/2022","15.413","15.413","15.413","15.413","1.70%"
"06/28/2022","15.155","15.155","15.155","15.155","-1.76%"
"06/27/2022","15.426","15.426","15.426","15.426","0.08%"
"06/24/2022","15.414","15.414","15.414","15.414","-0.01%"
"06/23/2022","15.416","15.416","15.416","15.416","-0.01%"
"06/22/2022","15.417","15.417","15.417","15.417","0.02%"
"06/21/2022","15.414","15.414","15.414","15.414","-0.06%"
"06/20/2022","15.423","15.423","15.423","15.423","2.64%"
"06/17/2022","15.026","15.026","15.026","15.026","0.01%"
"06/16/2022","15.025","15.025","15.025","15.025","1.04%"
"06/15/2022","14.871","14.871","14.871","14.871","-0.12%"
"06/14/2022","14.889","14.889","14.889","14.889","4.05%"
"06/13/2022","14.310","14.310","14.310","14.310","-4.20%"
"06/10/2022","14.938","14.938","14.938","14.938","0.01%"
"06/09/2022","14.936","14.936","14.936","14.936","-1.46%"
"06/08/2022","15.158","15.158","15.158","15.158","5.70%"
"06/07/2022","14.341","14.341","14.341","14.341","-3.38%"
"06/06/2022","14.842","14.842","14.842","14.842","2.74%"
"06/03/2022","14.446","14.446","14.446","14.446","0.01%"
"06/02/2022","14.444","14.444","14.444","14.444","1.73%"
"06/01/2022","14.198","14.198","14.198","14.198","-1.28%"
"05/31/2022","14.382","14.382","14.382","14.382","-1.62%"
"05/30/2022","14.619","14.619","14.619","14.619","8.06%"
"05/27/2022","13.529","13.529","13.529","13.529","0.01%"
"05/26/2022","13.528","13.528","13.528","13.528","1.84%"
"05/25/2022","13.284","13.284","13.284","13.284","0.82%"
"05/24/2022","13.176","13.176","13.176","13.176","-5.24%"
"05/23/2022","13.904","13.904","13.904","13.904","3.75%"
"05/20/2022","13.402","13.402","13.402","13.402","0.00%"
"05/19/2022","13.402","13.402","13.402","13.402","-0.06%"
"05/18/2022","13.410","13.410","13.410","13.410","2.99%"
"05/17/2022","13.021","13.021","13.021","13.021","-2.30%"
"05/16/2022","13.328","13.328","13.328","13.328","-1.49%"
"05/13/2022","13.529","13.529","13.529","13.529","0.01%"
"05/12/2022","13.528","13.528","13.528","13.528","2.62%"
"05/11/2022","13.182","13.182","13.182","13.182","-0.72%"
"05/10/2022","13.277","13.277","13.277","13.277","3.48%"
"05/09/2022","12.830","12.830","12.830","12.830","-2.69%"
"05/06/2022","13.184","13.184","13.184","13.184","-4.97%"
"05/05/2022","13.874","13.472","13.874","13.472","1.99%"
"05/04/2022","13.603","13.472","13.603","13.472","0.97%"
"05/03/2022","13.472","13.472","13.472","13.472","0.00%"
"05/02/2022","13.472","13.472","13.472","13.472","2.18%"
"04/29/2022","13.185","13.185","13.185","13.185","0.00%"
"04/28/2022","13.185","13.185","13.185","13.185","-0.22%"
"04/27/2022","13.214","13.214","13.214","13.214","4.01%"
"04/26/2022","12.704","12.704","12.704","12.704","-1.73%"
"04/25/2022","12.928","12.928","12.928","12.928","2.25%"
"04/22/2022","12.644","12.644","12.644","12.644","0.02%"
"04/21/2022","12.642","12.642","12.642","12.642","1.07%"
"04/20/2022","12.508","12.508","12.508","12.508","-1.01%"
"04/19/2022","12.635","12.635","12.635","12.635","-0.27%"
"04/18/2022","12.669","12.669","12.669","12.669","-1.20%"
"04/15/2022","12.823","12.823","12.823","12.823","0.01%"
"04/14/2022","12.822","12.822","12.822","12.822","2.27%"
"04/13/2022","12.537","12.537","12.537","12.537","2.18%"
"04/12/2022","12.269","12.269","12.269","12.269","-2.56%"
"04/11/2022","12.591","12.591","12.591","12.591","5.51%"
"04/08/2022","11.934","11.934","11.934","11.934","-0.03%"
"04/07/2022","11.937","11.937","11.937","11.937","-2.56%"
"04/06/2022","12.251","12.251","12.251","12.251","-0.37%"
"04/05/2022","12.297","12.297","12.297","12.297","-0.04%"
"04/04/2022","12.302","12.302","12.302","12.302","-8.00%"
"04/01/2022","13.372","13.372","13.372","13.372","0.01%"
"03/31/2022","13.371","13.371","13.371","13.371","4.41%"
"03/30/2022","12.806","12.806","12.806","12.806","-2.45%"
"03/29/2022","13.127","13.127","13.127","13.127","-0.01%"
"03/28/2022","13.128","13.128","13.128","13.128","-14.62%"
"03/25/2022","15.376","15.376","15.376","15.376","0.03%"
"03/24/2022","15.372","15.372","15.372","15.372","19.56%"
"03/23/2022","12.857","12.857","12.857","12.857","-0.01%"
"03/22/2022","12.858","12.858","12.858","12.858","-9.48%"
"03/21/2022","14.205","14.205","14.205","14.205","8.04%"
"03/18/2022","13.148","13.148","13.148","13.148","-0.02%"
"03/17/2022","13.150","13.150","13.150","13.150","-2.11%"
"03/16/2022","13.433","13.433","13.433","13.433","2.60%"
"03/15/2022","13.093","13.093","13.093","13.093","-4.49%"
"03/14/2022","13.709","13.709","13.709","13.709","9.84%"
"03/11/2022","12.481","12.481","12.481","12.481","0.01%"
"03/10/2022","12.480","12.480","12.480","12.480","-0.09%"
"03/09/2022","12.491","12.491","12.491","12.491","3.53%"
"03/08/2022","12.065","12.065","12.065","12.065","0.02%"
"03/07/2022","12.063","12.063","12.063","12.063","1.70%"
"03/04/2022","11.861","11.861","11.861","11.861","2.49%"
"03/03/2022","11.573","11.573","11.573","11.573","0.21%"
"03/02/2022","11.549","11.549","11.549","11.549","2.52%"
"03/01/2022","11.265","11.265","11.265","11.265","0.94%"
"02/28/2022","11.160","11.160","11.160","11.160","-0.95%"
"02/25/2022","11.267","11.267","11.267","11.267","-0.01%"
"02/24/2022","11.268","11.268","11.268","11.268","-0.33%"
"02/23/2022","11.305","11.305","11.305","11.305","-0.18%"
"02/22/2022","11.325","11.325","11.325","11.325","-0.06%"
"02/21/2022","11.332","11.332","11.332","11.332","-0.47%"
"02/18/2022","11.385","11.385","11.385","11.385","0.01%"
"02/17/2022","11.384","11.384","11.384","11.384","-0.09%"
"02/16/2022","11.394","11.394","11.394","11.394","-0.05%"
"02/15/2022","11.400","11.400","11.400","11.400","-0.09%"
"02/14/2022","11.410","11.410","11.410","11.410","-0.30%"
"02/11/2022","11.444","11.444","11.444","11.444","0.01%"
"02/10/2022","11.443","11.443","11.443","11.443","-0.04%"
"02/09/2022","11.448","11.448","11.448","11.448","0.93%"
"02/08/2022","11.342","11.342","11.342","11.342","-0.06%"
"02/07/2022","11.349","11.349","11.349","11.349","-0.28%"
"02/04/2022","11.381","11.381","11.381","11.381","0.01%"
"02/03/2022","11.380","11.380","11.380","11.380","-0.05%"
"02/02/2022","11.386","11.386","11.386","11.386","-0.09%"
"02/01/2022","11.396","11.396","11.396","11.396","-0.06%"
"01/31/2022","11.403","11.403","11.403","11.403","0.02%"
"01/28/2022","11.401","11.401","11.401","11.401","-5.88%"
"01/27/2022","12.113","11.749","12.113","11.741","6.19%"
"01/26/2022","11.407","11.407","11.407","11.407","-0.17%"
"01/25/2022","11.426","11.426","11.426","11.426","1.09%"
"01/24/2022","11.303","11.303","11.303","11.303","-0.61%"
"01/21/2022","11.372","11.372","11.372","11.372","0.00%"
"01/20/2022","11.372","11.372","11.372","11.372","-0.05%"
"01/19/2022","11.378","11.378","11.378","11.378","-0.05%"
"01/18/2022","11.384","11.384","11.384","11.384","-0.06%"
"01/17/2022","11.391","11.391","11.391","11.391","-0.16%"
"01/14/2022","11.409","11.409","11.409","11.409","0.00%"
"01/13/2022","11.409","11.409","11.409","11.409","-0.09%"
"01/12/2022","11.419","11.419","11.419","11.419","-0.09%"
"01/11/2022","11.429","11.429","11.429","11.429","1.01%"
"01/10/2022","11.315","11.315","11.315","11.315","-1.05%"
"01/07/2022","11.435","11.435","11.435","11.435","-6.22%"
"01/06/2022","12.193","11.795","12.193","11.791","6.57%"
"01/05/2022","11.442","11.442","11.442","11.442","-0.09%"
"01/04/2022","11.452","11.452","11.452","11.452","0.43%"
"01/03/2022","11.403","11.403","11.403","11.403","-1.77%"
"12/31/2021","11.609","11.609","11.609","11.609","-0.01%"
"12/30/2021","11.610","11.610","11.610","11.610","-0.10%"
"12/29/2021","11.622","11.622","11.622","11.622","-0.03%"
"12/28/2021","11.626","11.626","11.626","11.626","-0.07%"
"12/27/2021","11.634","11.634","11.634","11.634","-2.03%"
"12/24/2021","11.875","11.875","11.875","11.875","-0.02%"
"12/23/2021","11.877","11.877","11.877","11.877","-0.24%"
"12/22/2021","11.906","11.906","11.906","11.906","0.64%"
"12/21/2021","11.830","11.830","11.830","11.830","-0.05%"
"12/20/2021","11.836","11.836","11.836","11.836","-2.02%"
"12/17/2021","12.080","12.080","12.080","12.080","0.02%"
"12/16/2021","12.078","12.078","12.078","12.078","-0.03%"
"12/15/2021","12.082","12.082","12.082","12.082","0.22%"
"12/14/2021","12.056","12.056","12.056","12.056","-0.03%"
"12/13/2021","12.060","12.060","12.060","12.060","-1.62%"
"12/10/2021","12.259","12.259","12.259","12.259","0.02%"
"12/09/2021","12.257","12.257","12.257","12.257","-0.11%"
"12/08/2021","12.271","12.271","12.271","12.271","-0.02%"
"12/07/2021","12.273","12.273","12.273","12.273","-0.02%"
"12/06/2021","12.275","12.275","12.275","12.275","-1.24%"
"12/03/2021","12.429","12.429","12.429","12.429","-0.02%"
"12/02/2021","12.431","12.431","12.431","12.431","-0.06%"
"12/01/2021","12.439","12.439","12.439","12.439","0.27%"
"11/30/2021","12.405","12.405","12.405","12.405","-0.04%"
"11/29/2021","12.410","12.410","12.410","12.410","-0.50%"
"11/26/2021","12.472","12.472","12.472","12.472","0.00%"
"11/25/2021","12.472","12.472","12.472","12.472","-0.02%"
"11/24/2021","12.475","12.475","12.475","12.475","0.00%"
"11/23/2021","12.475","12.475","12.475","12.475","-0.03%"
"11/22/2021","12.479","12.479","12.479","12.479","0.00%"
"11/19/2021","12.479","12.479","12.479","12.479","-0.01%"
"11/18/2021","12.480","12.480","12.480","12.480","-0.01%"
"11/17/2021","12.481","12.481","12.481","12.481","0.11%"
"11/16/2021","12.467","12.467","12.467","12.467","-0.04%"
"11/15/2021","12.472","12.472","12.472","12.472","-0.38%"
"11/12/2021","12.519","12.519","12.519","12.519","0.01%"
"11/11/2021","12.518","12.518","12.518","12.518","0.03%"
"11/10/2021","12.514","12.514","12.514","12.514","-0.03%"
"11/09/2021","12.518","12.518","12.518","12.518","0.09%"
"11/08/2021","12.507","12.507","12.507","12.507","0.31%"
"11/05/2021","12.468","12.468","12.468","12.468","-0.01%"
"11/04/2021","12.469","12.469","12.469","12.469","0.00%"
"11/03/2021","12.469","12.469","12.469","12.469","-0.01%"
"11/02/2021","12.470","12.470","12.470","12.470","-0.03%"
"11/01/2021","12.474","12.474","12.474","12.474","0.31%"
"10/29/2021","12.435","12.435","12.435","12.435","0.01%"
"10/28/2021","12.434","12.434","12.434","12.434","-0.04%"
"10/27/2021","12.439","12.439","12.439","12.439","0.28%"
"10/26/2021","12.404","12.404","12.404","12.404","-0.01%"
"10/25/2021","12.405","12.405","12.405","12.405","-0.06%"
"10/22/2021","12.413","12.413","12.413","12.413","-6.53%"
"10/21/2021","13.280","12.873","13.280","12.870","6.95%"
"10/20/2021","12.417","12.417","12.417","12.417","0.00%"
"10/19/2021","12.417","12.417","12.417","12.417","-0.02%"
"10/18/2021","12.419","12.419","12.419","12.419","0.23%"
"10/15/2021","12.391","12.391","12.391","12.391","-0.01%"
"10/14/2021","12.392","12.392","12.392","12.392","0.05%"
"10/13/2021","12.386","12.386","12.386","12.386","0.24%"
"10/12/2021","12.356","12.356","12.356","12.356","0.59%"
"10/11/2021","12.283","12.283","12.283","12.283","-0.11%"
"10/08/2021","12.296","12.296","12.296","12.296","-6.75%"
"10/07/2021","13.186","12.778","13.186","12.778","7.22%"
"10/06/2021","12.298","12.298","12.298","12.298","-0.03%"
"10/05/2021","12.302","12.302","12.302","12.302","-0.02%"
"10/04/2021","12.304","12.304","12.304","12.304","-0.58%"
"10/01/2021","12.376","12.376","12.376","12.376","-0.01%"
"09/30/2021","12.377","12.377","12.377","12.377","-0.02%"
"09/29/2021","12.379","12.379","12.379","12.379","0.51%"
"09/28/2021","12.316","12.316","12.316","12.316","-0.04%"
"09/27/2021","12.321","12.321","12.321","12.321","-0.28%"
"09/24/2021","12.355","12.355","12.355","12.355","0.01%"
"09/23/2021","12.354","12.354","12.354","12.354","-0.04%"
"09/22/2021","12.359","12.359","12.359","12.359","-0.01%"
"09/21/2021","12.360","12.360","12.360","12.360","-0.04%"
"09/20/2021","12.365","12.365","12.365","12.365","-1.04%"
"09/17/2021","12.495","12.495","12.495","12.495","0.00%"
"09/16/2021","12.495","12.495","12.495","12.495","-0.10%"
"09/15/2021","12.507","12.507","12.507","12.507","0.00%"
"09/14/2021","12.507","12.507","12.507","12.507","-0.03%"
"09/13/2021","12.511","12.511","12.511","12.511","0.11%"
"09/10/2021","12.497","12.497","12.497","12.497","-0.02%"
"09/09/2021","12.499","12.499","12.499","12.499","0.00%"
"09/08/2021","12.499","12.499","12.499","12.499","0.41%"
"09/07/2021","12.448","12.448","12.448","12.448","-0.03%"
"09/06/2021","12.452","12.452","12.452","12.452","-1.42%"
"09/03/2021","12.631","12.631","12.631","12.631","0.01%"
"09/02/2021","12.630","12.630","12.630","12.630","-2.71%"
"09/01/2021","12.982","12.982","12.982","12.982","0.01%"
"08/31/2021","12.981","12.981","12.981","12.981","0.00%"
"08/30/2021","12.981","12.981","12.981","12.981","-1.39%"
"08/27/2021","13.164","13.164","13.164","13.164","-0.01%"
"08/26/2021","13.165","13.165","13.165","13.165","-0.07%"
"08/25/2021","13.174","13.174","13.174","13.174","-0.02%"
"08/24/2021","13.176","13.176","13.176","13.176","-0.02%"
"08/23/2021","13.178","13.178","13.178","13.178","-0.57%"
"08/20/2021","13.254","13.254","13.254","13.254","0.00%"
"08/19/2021","13.254","13.254","13.254","13.254","-0.15%"
"08/18/2021","13.274","13.274","13.274","13.274","0.11%"
"08/17/2021","13.259","13.259","13.259","13.259","-0.04%"
"08/16/2021","13.264","13.264","13.264","13.264","-1.74%"
"08/13/2021","13.499","13.499","13.499","13.499","-6.16%"
"08/12/2021","14.385","13.910","14.385","13.906","6.58%"
"08/11/2021","13.498","13.498","13.498","13.498","-0.03%"
"08/10/2021","13.502","13.502","13.502","13.502","-0.01%"
"08/09/2021","13.503","13.503","13.503","13.503","-0.19%"
"08/06/2021","13.529","13.529","13.529","13.529","-0.04%"
"08/05/2021","13.535","13.535","13.535","13.535","-0.02%"
"08/04/2021","13.538","13.538","13.538","13.538","-0.01%"
"08/03/2021","13.540","13.540","13.540","13.540","-0.01%"
"08/02/2021","13.542","13.542","13.542","13.542","-0.67%"
"07/30/2021","13.633","13.633","13.633","13.633","0.01%"
"07/29/2021","13.631","13.631","13.631","13.631","-0.12%"
"07/28/2021","13.648","13.648","13.648","13.648","1.74%"
"07/27/2021","13.414","13.414","13.414","13.414","-0.01%"
"07/26/2021","13.416","13.416","13.416","13.416","-0.07%"
"07/23/2021","13.425","13.425","13.425","13.425","-7.94%"
"07/22/2021","14.583","13.935","14.583","13.935","4.65%"
"07/21/2021","13.935","13.935","13.935","13.935","0.00%"
"07/20/2021","13.935","13.939","13.939","13.935","-0.03%"
"07/19/2021","13.939","13.953","13.953","13.939","3.73%"
"07/16/2021","13.438","13.438","13.438","13.438","-0.01%"
"07/15/2021","13.440","13.440","13.440","13.440","-0.07%"
"07/14/2021","13.450","13.450","13.450","13.450","0.73%"
"07/13/2021","13.352","13.352","13.352","13.352","-0.03%"
"07/12/2021","13.356","13.356","13.356","13.356","-0.39%"
"07/09/2021","13.408","13.408","13.408","13.408","-0.01%"
"07/08/2021","13.409","13.409","13.409","13.409","-0.05%"
"07/07/2021","13.416","13.416","13.416","13.416","0.17%"
"07/06/2021","13.393","13.393","13.393","13.393","0.84%"
"07/05/2021","13.281","13.281","13.281","13.281","0.68%"
"07/02/2021","13.191","13.191","13.191","13.191","-3.90%"
"07/01/2021","13.726","13.731","13.731","13.726","4.04%"
"06/30/2021","13.193","13.193","13.193","13.193","-0.02%"
"06/29/2021","13.195","13.195","13.195","13.195","-0.02%"
"06/28/2021","13.197","13.197","13.197","13.197","0.18%"
"06/25/2021","13.173","13.173","13.173","13.173","-0.02%"
"06/24/2021","13.175","13.175","13.175","13.175","0.24%"
"06/23/2021","13.143","13.143","13.143","13.143","-0.02%"
"06/22/2021","13.145","13.145","13.145","13.145","-0.01%"
"06/21/2021","13.146","13.146","13.146","13.146","0.07%"
"06/18/2021","13.137","13.137","13.137","13.137","0.02%"
"06/17/2021","13.135","13.135","13.135","13.135","-0.13%"
"06/16/2021","13.152","13.152","13.152","13.152","-0.02%"
"06/15/2021","13.154","13.154","13.154","13.154","-0.02%"
"06/14/2021","13.156","13.156","13.156","13.156","-0.48%"
"06/11/2021","13.220","13.220","13.220","13.220","-0.02%"
"06/10/2021","13.222","13.222","13.222","13.222","-0.02%"
"06/09/2021","13.224","13.224","13.224","13.224","0.20%"
"06/08/2021","13.197","13.197","13.197","13.197","-0.01%"
"06/07/2021","13.198","13.198","13.198","13.198","-0.07%"
"06/04/2021","13.207","13.207","13.207","13.207","0.00%"
"06/03/2021","13.207","13.207","13.207","13.207","-0.01%"
"06/02/2021","13.208","13.208","13.208","13.208","-0.05%"
"06/01/2021","13.214","13.214","13.214","13.214","-0.01%"
"05/31/2021","13.215","13.215","13.215","13.215","-0.04%"
"05/28/2021","13.220","13.220","13.220","13.220","-0.02%"
"05/27/2021","13.222","13.222","13.222","13.222","0.07%"
"05/26/2021","13.213","13.213","13.213","13.213","0.24%"
"05/25/2021","13.181","13.181","13.181","13.181","-0.01%"
"05/24/2021","13.182","13.182","13.182","13.182","0.15%"
"05/21/2021","13.162","13.162","13.162","13.162","-0.02%"
"05/20/2021","13.164","13.164","13.164","13.164","-0.01%"
"05/19/2021","13.165","13.165","13.165","13.165","0.00%"
"05/18/2021","13.165","13.165","13.165","13.165","-0.01%"
"05/17/2021","13.166","13.166","13.166","13.166","-4.04%"
"05/14/2021","13.721","13.721","13.721","13.721","-3.27%"
"05/13/2021","14.186","14.191","14.191","14.186","-1.12%"
"05/12/2021","14.346","13.715","14.346","13.715","8.87%"
"05/11/2021","13.177","13.177","13.177","13.177","-0.01%"
"05/10/2021","13.178","13.178","13.178","13.178","-0.02%"
"05/07/2021","13.180","13.180","13.180","13.180","0.00%"
"05/06/2021","13.180","13.180","13.180","13.180","-0.02%"
"05/05/2021","13.182","13.182","13.182","13.182","-0.02%"
"05/04/2021","13.184","13.184","13.184","13.184","-4.79%"
"05/03/2021","13.847","13.860","13.860","13.847","2.92%"
"04/30/2021","13.454","13.454","13.454","13.454","1.92%"
"04/29/2021","13.200","13.200","13.200","13.200","-0.05%"
"04/28/2021","13.206","13.206","13.206","13.206","0.28%"
"04/27/2021","13.169","13.169","13.169","13.169","-0.01%"
"04/26/2021","13.170","13.170","13.170","13.170","-0.09%"
"04/23/2021","13.182","13.182","13.182","13.182","-0.02%"
"04/22/2021","13.184","13.184","13.184","13.184","-0.02%"
"04/21/2021","13.186","13.186","13.186","13.186","-0.02%"
"04/20/2021","13.188","13.188","13.188","13.188","-0.01%"
"04/19/2021","13.189","13.189","13.189","13.189","0.10%"
"04/16/2021","13.176","13.176","13.176","13.176","-0.02%"
"04/15/2021","13.179","13.179","13.179","13.179","-0.02%"
"04/14/2021","13.181","13.181","13.181","13.181","0.15%"
"04/13/2021","13.161","13.161","13.161","13.161","-0.05%"
"04/12/2021","13.167","13.167","13.167","13.167","-0.43%"
"04/09/2021","13.224","13.224","13.224","13.224","-0.02%"
"04/08/2021","13.226","13.226","13.226","13.226","-0.01%"
"04/07/2021","13.227","13.227","13.227","13.227","-0.05%"
"04/06/2021","13.233","13.233","13.233","13.233","-0.17%"
"04/05/2021","13.255","13.255","13.255","13.255","-0.02%"
"04/02/2021","13.257","13.257","13.257","13.257","0.01%"
"04/01/2021","13.256","13.256","13.256","13.256","0.36%"
"03/31/2021","13.208","13.208","13.208","13.208","0.51%"
"03/30/2021","13.141","13.141","13.141","13.141","-0.04%"
"03/29/2021","13.146","13.146","13.146","13.146","-0.08%"
"03/26/2021","13.156","13.156","13.156","13.156","-0.01%"
"03/25/2021","13.157","13.157","13.157","13.157","-0.02%"
"03/24/2021","13.159","13.159","13.159","13.159","-0.02%"
"03/23/2021","13.161","13.161","13.161","13.161","-0.02%"
"03/22/2021","13.163","13.163","13.163","13.163","0.69%"
"03/19/2021","13.073","13.073","13.073","13.073","0.02%"
"03/18/2021","13.071","13.071","13.071","13.071","-0.59%"
"03/17/2021","13.149","13.149","13.149","13.149","0.39%"
"03/16/2021","13.098","13.098","13.098","13.098","-0.02%"
"03/15/2021","13.100","13.100","13.100","13.100","-0.11%"
"03/12/2021","13.114","13.114","13.114","13.114","0.00%"
"03/11/2021","13.114","13.114","13.114","13.114","0.28%"
"03/10/2021","13.078","13.078","13.078","13.078","-0.05%"
