"Date","Price","Open","High","Low","Vol.","Change %"
"05/31/2016","1,192.25","1,201.52","1,209.77","1,192.25","","-0.77%"
"05/30/2016","1,201.52","1,211.23","1,211.23","1,201.52","","-0.80%"
"05/29/2016","1,211.23","1,224.31","1,224.31","1,211.23","","-1.07%"
"05/26/2016","1,224.31","1,229.54","1,232.06","1,222.66","","-0.43%"
"05/25/2016","1,229.54","1,221.10","1,232.96","1,221.10","","0.69%"
"05/24/2016","1,221.10","1,205.05","1,222.23","1,205.05","","1.33%"
"05/23/2016","1,205.05","1,212.91","1,213.04","1,201.64","","-0.65%"
"05/22/2016","1,212.91","1,211.32","1,226.89","1,211.32","","0.13%"
"05/19/2016","1,211.32","1,231.35","1,231.35","1,205.50","","-1.63%"
"05/18/2016","1,231.35","1,210.97","1,245.06","1,210.97","","1.68%"
"05/17/2016","1,210.97","1,177.64","1,210.97","1,177.51","","2.83%"
"05/16/2016","1,177.64","1,177.63","1,178.72","1,169.64","","0.00%"
"05/15/2016","1,177.63","1,211.13","1,211.17","1,177.63","","-2.77%"
"05/12/2016","1,211.13","1,210.54","1,223.93","1,210.54","","0.05%"
"05/11/2016","1,210.54","1,230.01","1,230.01","1,209.83","","-1.58%"
"05/10/2016","1,230.01","1,250.46","1,251.73","1,230.01","","-1.64%"
"05/09/2016","1,250.46","1,236.91","1,257.74","1,236.91","","1.10%"
"05/08/2016","1,236.91","1,234.29","1,237.23","1,225.00","","0.21%"
"05/05/2016","1,234.29","1,215.91","1,237.42","1,215.91","","1.51%"
"05/04/2016","1,215.91","1,229.09","1,229.09","1,207.06","","-1.07%"
"05/03/2016","1,229.09","1,282.91","1,284.42","1,229.07","","-4.20%"
"04/28/2016","1,282.91","1,308.48","1,308.48","1,281.26","","-1.95%"
"04/27/2016","1,308.48","1,317.39","1,328.91","1,308.48","","-0.68%"
"04/26/2016","1,317.39","1,302.44","1,324.16","1,302.44","","1.15%"
"04/24/2016","1,302.44","1,313.05","1,314.78","1,298.97","","-0.81%"
"04/21/2016","1,313.05","1,334.32","1,335.39","1,313.05","","-1.59%"
"04/20/2016","1,334.32","1,352.68","1,364.98","1,334.32","","-1.36%"
"04/19/2016","1,352.68","1,326.62","1,353.44","1,326.62","","1.96%"
"04/18/2016","1,326.62","1,304.65","1,326.62","1,304.65","","1.68%"
"04/17/2016","1,304.65","1,284.32","1,304.65","1,284.32","","1.58%"
"04/14/2016","1,284.32","1,266.63","1,284.62","1,260.54","","1.40%"
"04/13/2016","1,266.63","1,252.91","1,276.80","1,252.91","","1.10%"
"04/12/2016","1,252.91","1,249.98","1,252.91","1,230.73","","0.23%"
"04/11/2016","1,249.98","1,276.25","1,276.25","1,249.75","","-2.06%"
"04/10/2016","1,276.25","1,293.28","1,310.04","1,276.25","","-1.32%"
"04/07/2016","1,293.28","1,300.16","1,300.16","1,284.88","","-0.53%"
"04/06/2016","1,300.16","1,353.46","1,353.46","1,300.16","","-3.94%"
"04/05/2016","1,353.46","1,341.58","1,356.55","1,340.87","","0.89%"
"04/04/2016","1,341.58","1,330.99","1,341.58","1,327.60","","0.80%"
"04/03/2016","1,330.99","1,333.18","1,343.08","1,330.99","","-0.16%"
"03/31/2016","1,333.18","1,318.20","1,335.27","1,312.95","","1.14%"
"03/30/2016","1,318.20","1,329.67","1,332.44","1,318.20","","-0.86%"
"03/29/2016","1,329.67","1,316.36","1,339.01","1,307.58","","1.01%"
"03/28/2016","1,316.36","1,313.10","1,316.36","1,303.03","","0.25%"
"03/27/2016","1,313.10","1,317.51","1,343.36","1,313.10","","-0.33%"
"03/24/2016","1,317.51","1,299.40","1,317.63","1,299.40","","1.39%"
"03/23/2016","1,299.40","1,285.60","1,299.75","1,275.75","","1.07%"
"03/22/2016","1,285.60","1,304.64","1,318.25","1,285.60","","-1.46%"
"03/21/2016","1,304.64","1,297.13","1,305.43","1,280.24","","0.58%"
"03/20/2016","1,297.13","1,293.11","1,330.67","1,293.11","","0.31%"
"03/17/2016","1,293.11","1,226.96","1,293.11","1,226.96","","5.39%"
"03/16/2016","1,226.96","1,189.71","1,228.04","1,189.71","","3.13%"
"03/15/2016","1,189.71","1,151.59","1,194.10","1,151.59","","3.31%"
"03/14/2016","1,151.59","1,073.61","1,151.60","1,073.61","","7.26%"
"03/13/2016","1,073.61","1,084.68","1,085.68","1,073.53","","-1.02%"
"03/10/2016","1,084.68","1,066.90","1,086.63","1,066.90","","1.67%"
"03/09/2016","1,066.90","1,070.70","1,070.70","1,058.18","","-0.35%"
"03/08/2016","1,070.70","1,050.63","1,076.18","1,050.63","","1.91%"
"03/07/2016","1,050.63","1,037.48","1,050.63","1,036.99","","1.27%"
"03/06/2016","1,037.48","1,018.07","1,041.51","1,018.07","","1.91%"
"03/03/2016","1,018.07","1,023.64","1,024.78","1,012.95","","-0.54%"
"03/02/2016","1,023.64","1,033.49","1,040.86","1,023.64","","-0.95%"
"03/01/2016","1,033.49","1,033.52","1,036.25","1,032.69","","0.00%"
"02/29/2016","1,033.52","1,043.25","1,048.29","1,032.97","","-0.93%"
"02/28/2016","1,043.25","1,030.49","1,043.50","1,030.49","","1.24%"
"02/25/2016","1,030.49","1,020.43","1,032.96","1,020.43","","0.99%"
"02/24/2016","1,020.43","1,031.98","1,031.98","1,020.43","","-1.12%"
"02/23/2016","1,031.98","1,025.81","1,035.45","1,023.86","","0.60%"
"02/22/2016","1,025.81","1,012.96","1,025.81","1,012.96","","1.27%"
"02/21/2016","1,012.96","1,006.27","1,013.45","1,005.80","","0.66%"
"02/18/2016","1,006.27","1,002.33","1,014.87","1,002.33","","0.39%"
"02/17/2016","1,002.33","1,006.02","1,006.02","995.66","","-0.37%"
"02/16/2016","1,006.02","986.09","1,009.13","986.09","","2.02%"
"02/15/2016","986.09","973.85","986.18","973.85","","1.26%"
"02/14/2016","973.85","980.26","986.29","973.45","","-0.65%"
"02/11/2016","980.26","1,023.41","1,023.89","979.89","","-4.22%"
"02/10/2016","1,023.41","1,018.36","1,025.71","1,012.79","","0.50%"
"02/09/2016","1,018.36","1,039.58","1,039.58","1,018.36","","-2.04%"
"02/08/2016","1,039.58","1,036.85","1,058.61","1,036.85","","0.26%"
"02/07/2016","1,036.85","1,057.41","1,059.09","1,036.47","","-1.94%"
"02/04/2016","1,057.41","1,042.77","1,065.90","1,042.81","","1.40%"
"02/03/2016","1,042.77","1,033.43","1,042.77","1,028.71","","0.90%"
"02/02/2016","1,033.43","1,003.50","1,033.56","1,003.50","","2.98%"
"02/01/2016","1,003.50","1,022.33","1,022.44","1,001.72","","-1.84%"
"01/31/2016","1,022.33","1,034.09","1,048.35","1,022.33","","-1.14%"
"01/28/2016","1,034.09","1,031.67","1,042.75","1,031.55","","0.23%"
"01/27/2016","1,031.67","1,025.88","1,045.30","1,025.88","","0.56%"
"01/26/2016","1,025.88","1,029.95","1,029.95","1,008.31","","-0.40%"
"01/24/2016","1,029.95","997.83","1,039.51","997.83","","3.22%"
"01/21/2016","997.83","1,011.17","1,011.17","982.95","","-1.32%"
"01/20/2016","1,011.17","1,070.31","1,070.31","1,011.10","","-5.53%"
"01/19/2016","1,070.31","1,035.51","1,075.15","1,035.51","","3.36%"
"01/18/2016","1,035.51","987.85","1,036.67","987.85","","4.82%"
"01/17/2016","987.85","1,001.58","1,001.58","942.05","","-1.37%"
"01/14/2016","1,001.58","1,051.56","1,051.56","1,000.45","","-4.75%"
"01/13/2016","1,051.56","1,116.11","1,123.62","1,050.91","","-5.78%"
"01/12/2016","1,116.11","1,138.21","1,138.21","1,115.11","","-1.94%"
"01/11/2016","1,138.21","1,169.83","1,172.07","1,138.21","","-2.70%"
"01/10/2016","1,169.83","1,192.97","1,192.97","1,168.09","","-1.94%"
"01/06/2016","1,192.97","1,207.42","1,207.73","1,190.04","","-1.20%"
"01/05/2016","1,207.42","1,201.04","1,213.55","1,199.71","","0.53%"
"01/04/2016","1,201.04","1,224.08","1,224.08","1,200.88","","-1.88%"
"01/03/2016","1,224.08","1,215.14","1,224.72","1,207.96","","0.74%"
"12/31/2015","1,215.14","1,218.02","1,224.25","1,215.14","","-0.24%"
"12/30/2015","1,218.02","1,184.29","1,218.46","1,184.29","","2.85%"
"12/29/2015","1,184.29","1,167.74","1,184.29","1,154.40","","1.42%"
"12/28/2015","1,167.74","1,173.41","1,179.16","1,167.74","","-0.48%"
"12/27/2015","1,173.41","1,189.57","1,189.57","1,173.41","","-1.36%"
"12/24/2015","1,189.57","1,175.56","1,196.84","1,175.56","","1.19%"
"12/22/2015","1,175.56","1,162.30","1,176.00","1,162.30","","1.14%"
"12/21/2015","1,162.30","1,155.89","1,162.32","1,145.52","","0.55%"
"12/20/2015","1,155.89","1,156.38","1,164.93","1,143.37","","-0.04%"
"12/17/2015","1,156.38","1,126.97","1,159.61","1,126.97","","2.61%"
"12/16/2015","1,126.97","1,100.50","1,126.97","1,100.50","","2.41%"
"12/15/2015","1,100.50","1,083.06","1,100.60","1,075.45","","1.61%"
"12/14/2015","1,083.06","1,079.91","1,096.35","1,079.91","","0.29%"
"12/13/2015","1,079.91","1,121.50","1,121.50","1,075.42","","-3.71%"
"12/10/2015","1,121.50","1,135.81","1,139.01","1,121.31","","-1.26%"
"12/09/2015","1,135.81","1,120.65","1,136.28","1,119.13","","1.35%"
"12/08/2015","1,120.65","1,150.93","1,150.93","1,119.60","","-2.63%"
"12/07/2015","1,150.93","1,158.32","1,168.14","1,150.93","","-0.64%"
"12/06/2015","1,158.32","1,136.30","1,158.32","1,122.62","","1.94%"
"12/03/2015","1,136.30","1,102.25","1,144.01","1,102.25","","3.09%"
"12/02/2015","1,102.25","1,056.57","1,102.25","1,056.57","","4.32%"
"12/01/2015","1,056.57","1,045.50","1,056.57","1,039.82","","1.06%"
"11/30/2015","1,045.50","1,065.15","1,065.15","1,045.50","","-1.84%"
"11/29/2015","1,065.15","1,070.94","1,070.96","1,064.53","","-0.54%"
"11/26/2015","1,070.94","1,073.01","1,078.76","1,070.14","","-0.19%"
"11/25/2015","1,073.01","1,061.45","1,073.79","1,061.45","","1.09%"
"11/24/2015","1,061.45","1,072.28","1,076.14","1,057.51","","-1.01%"
"11/23/2015","1,072.28","1,088.65","1,095.58","1,072.03","","-1.50%"
"11/22/2015","1,088.65","1,082.53","1,090.46","1,081.83","","0.57%"
"11/19/2015","1,082.53","1,055.21","1,084.90","1,055.21","","2.59%"
"11/18/2015","1,055.21","1,030.36","1,055.21","1,027.21","","2.41%"
"11/17/2015","1,030.36","1,027.46","1,053.61","1,027.46","","0.28%"
"11/16/2015","1,027.46","1,013.59","1,027.46","1,010.13","","1.37%"
"11/15/2015","1,013.59","1,080.16","1,080.16","1,013.45","","-6.16%"
"11/12/2015","1,080.16","1,074.15","1,089.80","1,074.15","","0.56%"
"11/11/2015","1,074.15","1,070.56","1,080.75","1,066.35","","0.34%"
"11/10/2015","1,070.56","1,116.31","1,116.31","1,069.84","","-4.10%"
"11/09/2015","1,116.31","1,141.29","1,141.29","1,116.31","","-2.19%"
"11/08/2015","1,141.29","1,174.75","1,174.75","1,141.29","","-2.85%"
"11/05/2015","1,174.75","1,142.87","1,174.75","1,142.87","","2.79%"
"11/04/2015","1,142.87","1,145.69","1,146.38","1,140.31","","-0.25%"
"11/03/2015","1,145.69","1,146.01","1,164.32","1,145.50","","-0.03%"
"11/02/2015","1,146.01","1,140.38","1,146.01","1,133.37","","0.49%"
"11/01/2015","1,140.38","1,176.29","1,176.29","1,140.38","","-3.05%"
"10/29/2015","1,176.29","1,170.28","1,186.43","1,170.28","","0.51%"
"10/28/2015","1,170.28","1,193.31","1,193.31","1,169.64","","-1.93%"
"10/27/2015","1,193.31","1,195.54","1,198.63","1,186.31","","-0.19%"
"10/26/2015","1,195.54","1,208.60","1,213.41","1,195.54","","-1.08%"
"10/25/2015","1,208.60","1,187.80","1,209.00","1,187.80","","1.75%"
"10/22/2015","1,187.80","1,198.06","1,206.44","1,187.39","","-0.86%"
"10/21/2015","1,198.06","1,189.92","1,199.14","1,179.25","","0.68%"
"10/20/2015","1,189.92","1,182.18","1,210.64","1,182.18","","0.65%"
"10/19/2015","1,182.18","1,151.86","1,182.18","1,150.00","","2.63%"
"10/18/2015","1,151.86","1,160.85","1,160.85","1,151.65","","-0.77%"
"10/15/2015","1,160.85","1,169.40","1,170.65","1,160.85","","-0.73%"
"10/13/2015","1,169.40","1,174.89","1,174.89","1,164.62","","-0.47%"
"10/12/2015","1,174.89","1,142.55","1,175.75","1,142.55","","2.83%"
"10/11/2015","1,142.55","1,137.64","1,142.55","1,130.99","","0.43%"
"10/08/2015","1,137.64","1,118.06","1,138.12","1,118.06","","1.75%"
"10/07/2015","1,118.06","1,099.32","1,118.06","1,099.32","","1.70%"
"10/05/2015","1,099.32","1,106.60","1,109.71","1,099.16","","-0.66%"
"10/04/2015","1,106.60","1,122.90","1,124.17","1,106.60","","-1.45%"
"10/01/2015","1,122.90","1,120.91","1,131.37","1,120.62","","0.18%"
"09/30/2015","1,120.91","1,121.25","1,128.65","1,120.89","","-0.03%"
"09/29/2015","1,121.25","1,137.22","1,137.22","1,121.25","","-1.40%"
"09/28/2015","1,137.22","1,137.49","1,140.22","1,131.90","","-0.02%"
"09/22/2015","1,137.49","1,129.39","1,146.31","1,129.34","","0.72%"
"09/21/2015","1,129.39","1,119.49","1,136.18","1,119.49","","0.88%"
"09/20/2015","1,119.49","1,122.38","1,123.11","1,112.42","","-0.26%"
"09/17/2015","1,122.38","1,126.68","1,126.68","1,122.37","","-0.38%"
"09/16/2015","1,126.68","1,110.01","1,130.34","1,110.01","","1.50%"
"09/15/2015","1,110.01","1,111.05","1,116.65","1,107.71","","-0.09%"
"09/14/2015","1,111.05","1,093.65","1,111.71","1,093.65","","1.59%"
"09/13/2015","1,093.65","1,087.28","1,102.58","1,087.28","","0.59%"
"09/10/2015","1,087.28","1,099.70","1,099.79","1,082.66","","-1.13%"
"09/09/2015","1,099.70","1,077.40","1,106.87","1,077.40","","2.07%"
